,ID,Species,Common_name,Country,Region,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,4,sechellarum,Seychelles magpie robin,Seychelles,Africa,-4.58333,55.933330000000005,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,39.0,38.0,38.0,38.0,24.0,24.0,21.0,25.0,26.0,,23.0,20.0,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,ochropectus,Djibouti francolin,Djibouti,Africa,11.76667,42.65806,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.0,,,,,,,1500.0,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,
3,7,coprotheres,Cape griffon / Cape vulture,Botswana,Africa,-22.0,24.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,,,,,815.0,,,,,,,,,,655.0,,,,,,,,,,704.0,,,,,,,,,,,,,,,
4,8,coprotheres,Cape griffon / Cape vulture,Lesotho,Africa,-29.5,28.25,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,1206.0,,,,,1244.0,,,,,,,,,,880.0,,,,,,,,,,815.0,,,,,,,,,,,,,,,
5,9,coprotheres,Cape griffon / Cape vulture,Mozambique,Africa,-18.25,35.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,400.0,,,,,,,,,,25.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,
6,10,coprotheres,Cape griffon / Cape vulture,Namibia,Africa,-22.0,17.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,40.0,,,,,,,,,,20.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,
7,11,coprotheres,Cape griffon / Cape vulture,South Africa,Africa,-32.0,26.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,2331.0,,,,,2132.0,,,,,,,,,,1165.0,,,,,,,,,,624.0,,,,,,,,,,,,,,,
8,12,coprotheres,Cape griffon / Cape vulture,South Africa,Africa,-29.0,26.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,835.0,,,,,828.0,,,,,,,,,,436.0,,,,,,,,,,325.0,,,,,,,,,,,,,,,
9,13,coprotheres,Cape griffon / Cape vulture,South Africa,Africa,-26.08333,28.25,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,108.0,,,,,,,,,,,,,,,
10,14,coprotheres,Cape griffon / Cape vulture,South Africa,Africa,-29.616670000000003,30.383329999999997,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,1522.0,,,,,1487.0,,,,,,,,,,1156.0,,,,,,,,,,1130.0,,,,,,,,,,,,,,,
11,15,coprotheres,Cape griffon / Cape vulture,South Africa,Africa,-29.816670000000002,30.616670000000003,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,8.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,
12,16,coprotheres,Cape griffon / Cape vulture,South Africa,Africa,-26.5,26.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,772.0,,,,,384.0,,,,,,,,,,348.0,,,,,,,,,,350.0,,,,,,,,,,,,,,,
13,17,coprotheres,Cape griffon / Cape vulture,South Africa,Africa,-29.5,22.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,25.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,
14,18,coprotheres,Cape griffon / Cape vulture,South Africa,Africa,-24.0,29.5,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,1615.0,,,,,3649.0,,,,,,,,,,4162.0,,,,,,,,,,3588.0,,,,,,,,,,,,,,,
15,19,coprotheres,Cape griffon / Cape vulture,South Africa,Africa,-34.0,20.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,128.0,,,,,,,,,,72.0,,,,,,,,,,84.0,,,,,,,,,,,,,,,
16,20,coprotheres,Cape griffon / Cape vulture,Swaziland,Africa,-26.5,31.5,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,
17,21,africanus,White-backed vulture,Uganda,Africa,0.7425,31.15333,Terrestrial,Mean number of individuals,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,44.0,,,,,,
18,24,monachus,Hooded vulture,Uganda,Africa,0.7425,31.15333,Terrestrial,Mean number of individuals,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.7,,,,,,
19,25,eques,Mauritius parakeet,Mauritius,Africa,-20.40444,57.426669999999994,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,59.0,59.0,49.0,45.0,45.0,20.0,13.0,11.0,11.0,11.0,12.0,,,10.0,,,,,,21.0,23.0,23.0,35.0,54.0,95.0,100.0,,,,,,,,,,,,,,,,,
20,26,tracheliotos,Lappet-faced vulture,Uganda,Africa,0.7425,31.15333,Terrestrial,Mean number of individuals,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,0.5,,,,,,
21,27,occipitalis,White-headed vulture,Uganda,Africa,0.7425,31.15333,Terrestrial,Mean number of individuals,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,0.6,,,,,,
23,30,melampus,Impala / Black-faced impala,Kenya,Africa,-1.5,35.0,Terrestrial,Estimate - entire population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72102.0,,38848.0,30801.0,,,35189.0,39685.0,,,,,,,,,,,,,,,,,,,,,,,,,
24,31,melampus,Impala / Black-faced impala,Uganda,Africa,2.0,33.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,25000.0,,,,,,,,,,,,,,,,,,19000.0,,,,,,,,,,,,,6000.0,,,,,,,2956.0,7000.0,,4711.0,,,,33565.0,,,,,
25,32,melampus,Impala / Black-faced impala,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Number of individuals,,,,,,,,,,600.0,,451.0,,,,285.0,,380.0,,,451.0,,,,,985.0,1071.0,,,,,1500.0,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,33,caama,Red hartebeest,South Africa,Africa,-29.0,26.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,34,buselaphus,Hartebeest / Swayne's hartebeest,Côte D'Ivoire,Africa,9.0,-3.5,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0,,,,,,18300.0,,,,,,,,,,,5400.0,,,5200.0,,,,,,,,,,,,,,,,,
28,35,buselaphus,Hartebeest / Swayne's hartebeest,Kenya,Africa,-1.5,35.0,Terrestrial,Estimate - entire population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4509.0,,4630.0,1511.0,,,1343.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,
29,36,buselaphus,Hartebeest / Swayne's hartebeest,Nigeria,Africa,9.75,10.5,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,680.0,,,,,800.0,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,
30,37,buselaphus,Hartebeest / Swayne's hartebeest,Ethiopia,Africa,9.08333,40.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,38,buselaphus,Hartebeest / Swayne's hartebeest,Ethiopia,Africa,7.2,38.6,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,39,buselaphus,Hartebeest / Swayne's hartebeest,Uganda,Africa,2.0,33.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,25000.0,,,,,,,,,,,,,,,,,,18000.0,,,,,,,,,,,,,2600.0,,,,,,,3374.0,3400.0,,4660.0,,,,4099.0,4001.0,,,,
33,40,marsupialis,Springbok,South Africa,Africa,-29.0,26.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,43200.0,,,,,,,,,,,,,,,90000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,41,mesomelas,Black-backed jackal,"Tanzania, United Republic Of",Africa,-2.33333,34.83333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,44,maxwellii,Maxwell's duiker,Côte D'Ivoire,Africa,9.0,-4.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,,,,,,900.0,,,,,,,,,,,2300.0,,,500.0,,,,,,,,,,,,,,,,,
37,45,rufilatus,Red-flanked duiker,Côte D'Ivoire,Africa,9.0,-4.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,,,,,,5500.0,,,,,,,,,,,5200.0,,,1600.0,,,,,,,,,,,,,,,,,
38,48,simum,Southern white rhinoceros / Northern white rhinoceros,"Congo, The Democratic Republic Of The",Africa,4.15972,25.49889,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,,,32.0,,,,,,,30.0,,32.0,15.0,4.0,,,,,,,,,,
39,49,simum,Southern white rhinoceros / Northern white rhinoceros,Uganda,Africa,2.0,33.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,,,,,,,,,
41,51,galeritus,Tana river mangabey,Kenya,Africa,-1.89972,40.11833,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,1000.0,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,
44,54,gnou,Black wildebeest / White-tailed gnu,South Africa,Africa,-30.0,26.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,2200.0,,,,,,5900.0,,,,,6200.0,,,,,,,,,,,,,,9500.0,,,,,,18000.0,,,,,,,,,,,,
45,55,taurinus,White-bearded wildebeest / Blue wildebeest,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Number of individuals,,,,,,,,,,250.0,,250.0,,,,7.0,,2.0,,,0.0,,,,,80.0,80.0,,,,,169.0,,,675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,56,taurinus,White-bearded wildebeest / Blue wildebeest,Kenya,Africa,-1.5,35.0,Terrestrial,Estimate - entire population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000.0,,21000.0,21000.0,,,21000.0,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,
47,62,pygargus,Bontebok / Blesbok,South Africa,Africa,-29.0,26.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,43700.0,,,,,,,,,,,,,,,85000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,67,korrigum,Topi / Korrigum / Tiang,"Tanzania, United Republic Of",Africa,-7.5,32.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,13000.0,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,68,korrigum,Topi / Korrigum / Tiang,"Tanzania, United Republic Of",Africa,-8.0,32.16667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,9000.0,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,70,korrigum,Topi / Korrigum / Tiang,Central African Republic,Africa,7.0,21.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55900.0,,,,,,,5400.0,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,
51,71,korrigum,Topi / Korrigum / Tiang,Kenya,Africa,-1.5,35.0,Terrestrial,Estimate - entire population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23313.0,,23140.0,17062.0,,,14660.0,9742.0,,,,,,,,,,,,,,,,,,,,,,,,,
52,72,lunatus,Topi / Tsessebe antelope,Uganda,Africa,2.0,33.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,15000.0,,,,,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,,600.0,,,,,,,443.0,550.0,,1684.0,,,,845.0,,,,,
53,73,pygargus,Bontebok / Blesbok,South Africa,Africa,-30.0,26.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,,2500.0,,,,,,,,,,,,,
54,75,bicornis,Black rhinoceros,Uganda,Africa,2.0,33.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,,,,,,,,,
55,78,burchellii,Burchell's zebra / Plains zebra / Common zebra,Kenya,Africa,-1.5,35.0,Terrestrial,Estimate - entire population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000.0,,27369.0,21612.0,,,26146.0,25216.0,,,,,,,,,,,,,,,,,,,,,,,,,
56,79,burchellii,Burchell's zebra / Plains zebra / Common zebra,Uganda,Africa,2.0,33.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,3200.0,,,,,,,2826.0,4000.0,,6080.0,,,,11814.0,,,,,
57,80,burchellii,Burchell's zebra / Plains zebra / Common zebra,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Number of individuals,,,,,,,,,,180.0,,115.0,,,,115.0,,100.0,,,75.0,,,,,156.0,,,,,,162.0,,,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,81,grevyi,Grevy's zebra,Kenya,Africa,1.0,38.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,13700.0,,,,,,,,,,,4300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,82,zebra,Cape mountain zebra,Namibia,Africa,-22.0,17.0,Terrestrial,Individuals,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7300.0,,,,,,,,,,,,,,,,,,,,,,,,,,
60,84,granti,Grant's gazelle,Uganda,Africa,2.0,33.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,1400.0,,,,,,,,,,,,,100.0,,,,,,,55.0,50.0,,55.0,,,,,57.0,,,,
61,85,camelopardalis,Giraffe,Kenya,Africa,-1.5,35.0,Terrestrial,Estimate - entire population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094.0,,2529.0,2063.0,,,1754.0,1559.0,,,,,,,,,,,,,,,,,,,,,,,,,
62,87,camelopardalis,Giraffe,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Number of individuals,,,,,,,,,,60.0,,60.0,,,,31.0,,50.0,,,60.0,,,,,60.0,60.0,,,,,72.0,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,88,camelopardalis,Giraffe,Niger,Africa,16.0,8.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,
64,89,camelopardalis,Giraffe,Zambia,Africa,-13.0,31.5,Terrestrial,Individuals,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,91,camelopardalis,Giraffe,"Tanzania, United Republic Of",Africa,-2.33333,34.83333,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8830.0,,,,,,6170.0,,,,,,,,,,,,,,,,,,,
66,92,camelopardalis,Giraffe,Uganda,Africa,2.0,33.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,250.0,,,,,,,238.0,240.0,,259.0,,,,984.0,,,,,
67,93,beringei,Mountain gorilla / Eastern lowland gorilla,Uganda,Africa,-1.16667,29.58333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,274.0,,,,,268.0,,,,254.0,,,,,293.0,,,324.0,,,,,,,,,,,,,,380.0,,,,,,,480.0,,,,,
68,94,beringei,Mountain gorilla / Eastern lowland gorilla,Uganda,Africa,-1.03306,29.699720000000003,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,300.0,,,,,320.0,,,,300.0,,,,,400.0,,,,
69,96,beringei,Mountain gorilla / Eastern lowland gorilla,"Congo, The Democratic Republic Of The",Africa,-2.3015790000000003,28.696392,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,223.0,,,,,,,,,,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,
70,98,equinus,Roan antelope,Central African Republic,Africa,9.0,21.5,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.0,,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,99,equinus,Roan antelope,Côte D'Ivoire,Africa,9.0,-4.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,,,,,,1100.0,,,,,,,,,,,1200.0,,,500.0,,,,,,,,,,,,,,,,,
72,100,equinus,Roan antelope,Rwanda,Africa,-1.63694,30.70917,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,100.0,,,150.0,,,,,,,,,,,,,,,,175.0,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,
73,101,equinus,Roan antelope,Uganda,Africa,2.0,33.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,15.0,,,,,,,5.0,11.0,,5.0,,,,5.0,20.0,,,,
74,103,niger,Sable antelope,"Tanzania, United Republic Of",Africa,-9.0,37.5,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,9700.0,,,,,,,,,,4400.0,,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,105,ellipsiprymnus,Waterbuck,Côte D'Ivoire,Africa,9.0,-4.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,900.0,,,,,,,,,,,400.0,,,300.0,,,,,,,,,,,,,,,,,
76,106,ellipsiprymnus,Waterbuck,Uganda,Africa,2.0,33.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,8000.0,,,,,,,,,,,,,3500.0,,,,,,,6118.0,6000.0,,7334.0,,,,12925.0,13128.0,,,,
77,107,kob,Kob,Uganda,Africa,2.0,33.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,70000.0,,,,,,,,,,,,,,,,,,40000.0,,,,,,,,,,,,,30600.0,,,,,,,43988.0,44000.0,,36558.0,,,,,54080.0,,,,
78,108,kob,Kob,Côte D'Ivoire,Africa,9.0,-4.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,,,,,,55700.0,,,,,,,,,,,9400.0,,,4400.0,,,,,,,,,,,,,,,,,
79,110,africana,African elephant,"Congo, The Democratic Republic Of The",Africa,4.15972,29.498890000000003,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,,,,,8000.0,,,,,,,,,,11175.0,,,,,,,,,,,,,,,,,,,,,
80,111,africana,African elephant,South Africa,Africa,-23.83333,31.5,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,6000.0,6400.0,7600.0,8200.0,8700.0,7800.0,7500.0,7800.0,7600.0,7400.0,7000.0,7500.0,7300.0,7250.0,7200.0,8000.0,8500.0,8300.0,6800.0,7400.0,6900.0,7200.0,7300.0,7200.0,7250.0,7400.0,7600.0,7900.0,8100.0,8300.0,8300.0,9000.0,9300.0,8500.0,9400.0,10500.0,11500.0,11454.0,,,,,,,,,,,
81,113,africana,African elephant,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Number of individuals,,,,,,,,,,380.0,,421.0,,,,421.0,,300.0,,,427.0,,,,,386.0,453.0,,,,,483.0,,,373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,117,pictus,African wild dog,"Tanzania, United Republic Of",Africa,-3.16667,35.58333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,77.0,,,42.0,44.0,59.0,30.0,26.0,,22.0,17.0,18.0,16.0,19.0,28.0,28.0,29.0,16.0,22.0,18.0,31.0,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
83,118,pictus,African wild dog,Zimbabwe,Africa,-19.0,29.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,350.0,,,,,,,,,,,750.0,,700.0,,,,,,,,,,,,,,,,
84,119,pictus,African wild dog,South Africa,Africa,-23.83333,31.5,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,250.0,,,,,220.0,,,,,350.0,,,,,400.0,,,,,350.0,,,,,500.0,,,,,350.0,,,,,,,,,,,,,,,
86,121,dammah,Oryx,Uganda,Africa,2.0,33.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,,,,,,,,,
87,122,ourebi,Oribi,Côte D'Ivoire,Africa,9.0,-4.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000.0,,,,,,31000.0,,,,,,,,,,,4300.0,,,2200.0,,,,,,,,,,,,,,,,,
88,123,leo,African lion / Asiatic lion,Uganda,Africa,-0.25,30.186390000000003,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,30.0,39.0,,,,,,,,,32.0,,,,,,,,,,29.0,,,,,,,23.0,26.0,17.0,19.0,,,,,,,
89,124,leo,African lion / Asiatic lion,Uganda,Africa,-0.25,30.186390000000003,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
90,129,hamadryas,Baboon,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Number of individuals,,,,,,,,,,550.0,,450.0,,,,400.0,,400.0,,,400.0,,,,,450.0,450.0,,,,,500.0,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,131,africanus,Common warthog / Desert warthog,Côte D'Ivoire,Africa,9.0,-4.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900.0,,,,,,5200.0,,,,,,,,,,,2500.0,,,700.0,,,,,,,,,,,,,,,,,
93,132,rufomitratus,Eastern red colobus / Tana river red colobus,Kenya,Africa,-1.91667,40.11667,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,134,livingstonii,Livingstone's flying fox,Comoros,Africa,-11.68333,43.26667,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.0,,,,700.0,1066.0,,,,1200.0,,,,,,,,,,,,
97,136,voeltzkowi,Pemba flying fox,"Tanzania, United Republic Of",Africa,-5.16667,39.8,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,5050.0,,,,,,,,,,,,,,,,,,,,
98,137,fulvorufula,Mountain reedbuck / Western mountain reedbuck,South Africa,Africa,-29.0,26.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,20500.0,,,,,,,,,,,,,,,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,140,grimmia,Common duiker / Grey duiker,Côte D'Ivoire,Africa,9.0,-4.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,,,,,,4000.0,,,,,,,,,,,1000.0,,,300.0,,,,,,,,,,,,,,,,,
102,141,caffer,African buffalo / Cape buffalo,"Congo, The Democratic Republic Of The",Africa,4.15972,29.498890000000003,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,53000.0,,,,,,,53000.0,,,,,,,,,,,,26180.0,,,,,,,,,,,,,,,,,,,,
103,142,caffer,African buffalo / Cape buffalo,Côte D'Ivoire,Africa,9.0,-4.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,900.0,,,,,,,,,,,8200.0,,,4600.0,,,,,,,,,,,,,,,,,
104,143,caffer,African buffalo / Cape buffalo,Kenya,Africa,-1.5,35.0,Terrestrial,Estimate - entire population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18017.0,,8473.0,4194.0,,,17344.0,13286.0,,,,,,,,,,,,,,,,,,,,,,,,,
105,144,caffer,African buffalo / Cape buffalo,Kenya,Africa,-3.0,38.66667,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34590.0,,,,,,5490.0,,,,,,,,,,,,,,,,,,
106,145,caffer,African buffalo / Cape buffalo,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Number of individuals,,,,,,,,,,1750.0,,1507.0,,,,1507.0,,1500.0,,,1548.0,,,,,1823.0,2032.0,,,,,1800.0,,,2097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,151,caffer,African buffalo / Cape buffalo,Uganda,Africa,2.0,33.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,60000.0,,,,,,,,,,,,,,,,,,25000.0,,,,,,,,,,,,,18000.0,,,,,,,17752.0,17800.0,,30542.0,21565.0,,,,21639.0,,,,
108,153,derbianus,Giant eland / Derby's eland,Senegal,Africa,13.0,-13.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,230.0,,,,,,125.0,,,,100.0,,,,,,,,,,,,,,,,,,
109,154,derbianus,Giant eland / Derby's eland,Uganda,Africa,2.0,33.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,,,,,,,,,
