True,Value
2008,Austria,Manufacturing industry,397.0
2008,Austria,Public water supply,607.0
2008,Belgium,"Agriculture, forestry, fishing",35.739259999999994
2008,Belgium,Manufacturing industry,71.99485
2008,Belgium,Public water supply,453.20517
2008,Belgium,Total gross abstraction,619.14
2008,Chile,Public water supply,596.58
2008,China (People's Republic of),Total gross abstraction,108480.0
2008,Costa Rica,"Agriculture, forestry, fishing",17.1003
2008,Costa Rica,Irrigation,14.4145
2008,Costa Rica,Manufacturing industry,2.8681
2008,Costa Rica,Public water supply,23.2884
2008,Costa Rica,Total gross abstraction,47.263729999999995
2008,Czech Republic,"Agriculture, forestry, fishing",11.0
2008,Czech Republic,Manufacturing industry,28.0
2008,Czech Republic,Public water supply,320.0
2008,Czech Republic,Total gross abstraction,380.0
2008,Denmark,"Agriculture, forestry, fishing",244.3
2008,Denmark,Irrigation,197.87
2008,Denmark,Manufacturing industry,33.22
2008,Denmark,Public water supply,406.14001
2008,Denmark,Total gross abstraction,685.89
2008,England and Wales,"Agriculture, forestry, fishing",169.0
2008,England and Wales,Aquaculture,133.0
2008,England and Wales,Irrigation,25.0
2008,England and Wales,Manufacturing industry,210.0
2008,England and Wales,Public water supply,1734.0
2008,England and Wales,Total gross abstraction,2139.0
2008,Estonia,Total gross abstraction,329.63
2008,France,"Agriculture, forestry, fishing",950.11584
2008,France,Manufacturing industry,788.67169
2008,France,Public water supply,3729.8742700000003
2008,France,Total gross abstraction,5824.044260000001
2008,Hungary,"Agriculture, forestry, fishing",41.0
2008,Hungary,Manufacturing industry,42.0
2008,Hungary,Public water supply,361.0
2008,Hungary,Total gross abstraction,506.0
2008,Israel,"Agriculture, forestry, fishing",27.87
2008,Israel,Irrigation,27.87
2008,Israel,Manufacturing industry,40.65
2008,Israel,Public water supply,892.2
2008,Israel,Total gross abstraction,961.0
2008,Italy,Public water supply,7793.29
2008,Japan,"Agriculture, forestry, fishing",2866.0
2008,Japan,Manufacturing industry,3496.0
2008,Japan,Public water supply,3306.0
2008,Japan,Total gross abstraction,9669.0
2008,Korea,"Agriculture, forestry, fishing",1773.0
2008,Korea,Aquaculture,25.0
2008,Korea,Irrigation,1465.0
2008,Korea,Manufacturing industry,182.0
2008,Korea,Public water supply,1829.0
2008,Korea,Total gross abstraction,3784.0
2008,Latvia,"Agriculture, forestry, fishing",6.45
2008,Latvia,Aquaculture,3.2
2008,Latvia,Manufacturing industry,10.777999999999999
2008,Latvia,Public water supply,72.71600000000001
2008,Latvia,Total gross abstraction,131.15809
2008,Lithuania,"Agriculture, forestry, fishing",4.6461
2008,Lithuania,Irrigation,0.7873
2008,Lithuania,Manufacturing industry,4.728
2008,Lithuania,Public water supply,137.5544
2008,Lithuania,Total gross abstraction,170.59037
2008,Mexico,"Agriculture, forestry, fishing",20480.8694
2008,Mexico,Manufacturing industry,1648.0717300000001
2008,Mexico,Public water supply,6958.08247
2008,Mexico,Total gross abstraction,29528.79
2008,Netherlands,"Agriculture, forestry, fishing",51.0
2008,Netherlands,Irrigation,24.0
2008,Netherlands,Manufacturing industry,168.0
2008,Netherlands,Public water supply,762.0
2008,Netherlands,Total gross abstraction,984.0
2008,Norway,Manufacturing industry,25.0
2008,Norway,Public water supply,82.0
2008,Poland,Manufacturing industry,158.0
2008,Poland,Public water supply,1441.0
2008,Poland,Total gross abstraction,2638.0
2008,Portugal,Public water supply,317.00397000000004
2008,Russia,"Agriculture, forestry, fishing",775.0
2008,Russia,Manufacturing industry,825.0
2008,Russia,Total gross abstraction,10090.0
2008,Slovak Republic,"Agriculture, forestry, fishing",8.0
2008,Slovak Republic,Irrigation,2.0
2008,Slovak Republic,Manufacturing industry,35.0
2008,Slovak Republic,Public water supply,267.0
2008,Slovak Republic,Total gross abstraction,351.0
2008,Slovenia,Manufacturing industry,23.0
2008,Slovenia,Public water supply,162.0
2008,Slovenia,Total gross abstraction,186.0
2008,Spain,"Agriculture, forestry, fishing",4400.0
2008,Spain,Irrigation,4400.0
2008,Spain,Manufacturing industry,185.0
2008,Spain,Public water supply,1557.0
2008,Spain,Total gross abstraction,6174.0
2008,Switzerland,Public water supply,799.0
2008,Turkey,"Agriculture, forestry, fishing",6772.0
2008,Turkey,Irrigation,6772.0
2008,Turkey,Manufacturing industry,466.0
2008,Turkey,Public water supply,3439.0
2008,Turkey,Total gross abstraction,12419.0
2009,Belgium,"Agriculture, forestry, fishing",36.792759999999994
2009,Belgium,Manufacturing industry,66.37281999999999
2009,Belgium,Public water supply,457.59662000000003
2009,Belgium,Total gross abstraction,612.5
2009,Canada,Manufacturing industry,130.5
2009,Chile,Public water supply,599.4
2009,China (People's Republic of),Total gross abstraction,109452.0
2009,Costa Rica,"Agriculture, forestry, fishing",24.4017
2009,Costa Rica,Irrigation,19.4443
2009,Costa Rica,Manufacturing industry,4.1077
2009,Costa Rica,Public water supply,28.07
2009,Costa Rica,Total gross abstraction,61.94379
2009,Czech Republic,"Agriculture, forestry, fishing",11.0
2009,Czech Republic,Manufacturing industry,25.0
2009,Czech Republic,Public water supply,315.0
2009,Czech Republic,Total gross abstraction,376.0
2009,Denmark,"Agriculture, forestry, fishing",228.58
2009,Denmark,Irrigation,181.10001
2009,Denmark,Manufacturing industry,32.98
2009,Denmark,Public water supply,384.89999
2009,Denmark,Total gross abstraction,648.36
2009,England and Wales,"Agriculture, forestry, fishing",196.0
2009,England and Wales,Aquaculture,143.0
2009,England and Wales,Irrigation,41.0
2009,England and Wales,Manufacturing industry,191.0
2009,England and Wales,Public water supply,1743.0
2009,England and Wales,Total gross abstraction,2163.0
2009,Estonia,"Agriculture, forestry, fishing",4.18
2009,Estonia,Manufacturing industry,6.01
2009,Estonia,Public water supply,34.01
2009,Estonia,Total gross abstraction,331.67699999999996
2009,Finland,Manufacturing industry,9.0
2009,France,"Agriculture, forestry, fishing",1195.89124
2009,France,Manufacturing industry,730.6013
2009,France,Public water supply,3855.62524
2009,France,Total gross abstraction,6112.65748
2009,Hungary,"Agriculture, forestry, fishing",45.0
2009,Hungary,Manufacturing industry,39.0
2009,Hungary,Public water supply,368.0
2009,Hungary,Total gross abstraction,558.0
2009,Ireland,Public water supply,124.0
2009,Ireland,Total gross abstraction,196.0
2009,Israel,Total gross abstraction,834.0
2009,Japan,"Agriculture, forestry, fishing",2866.0
2009,Japan,Manufacturing industry,3251.0
2009,Japan,Public water supply,3255.0
2009,Japan,Total gross abstraction,9372.0
2009,Korea,"Agriculture, forestry, fishing",1816.0
2009,Korea,Aquaculture,24.0
2009,Korea,Irrigation,1485.0
2009,Korea,Manufacturing industry,179.0
2009,Korea,Public water supply,1812.0
2009,Korea,Total gross abstraction,3807.0
2009,Latvia,"Agriculture, forestry, fishing",67.33800000000001
2009,Latvia,Manufacturing industry,7.626
2009,Latvia,Public water supply,175.551
2009,Latvia,Total gross abstraction,285.88504
2009,Lithuania,"Agriculture, forestry, fishing",4.4259
